"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Aruba","ABW","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00087802987012987","0.000734242709867452","0.000575055457463885","0.000491267194492255","0.00155226229781905","0.00163386762871304","0.00137919973940525","0.000925240173915881","0.000937261565324962","0.00116658771218565","0.00081940211530906","0.00100250493075445","0.000848352981616005","0.000717901853338623","0.00166277142064697","0.0014191795529938","0.00137100806940249","0.00145277793252244","0.00158368130684963","0.00197275799182091","0.002449482525579","0.00243696444079606","0.00287298171598646","0.0020412189607002","0.00387013761309746","0.00380977060432498","0.00340775585550675","0.00245165331607624","0.00323517161852513","0.00238765944448716","0.0033437423337293","0.00282719063862959","0.00188469168678285","0.00168011577104813","0.00303719334778541","0.0020661282461218","","","","",
"Africa Eastern and Southern","AFE","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","5.15340759088059","4.14799865862706","3.9508180317708","5.65831005022978","6.29121429444192","5.16494007957809","5.72117341053043","6.18367428662471","5.34823960892053","7.47813819146084","11.5168025929171","9.30345092145679","9.44186168986529","8.19684035263133","6.05246832444664","8.74268917604163","7.52506466664016","7.11466373934369","7.91043624440678","7.95146543853644","7.30507165633824","6.0320006707989","6.78600166348251","6.28145702846625","6.91810552882986","7.3768175277444","7.91189755842457","6.76712534875659","6.06447514998931","4.95795041515167","6.79427548865936","7.13522486498834","7.89407464206872","7.2995521207375","8.23755974901512","9.50721830298341","10.7436447369756","12.8939205891036","18.7710770617454","10.2070601334327","12.0272921636119","13.8327602240159","11.6995532431167","11.0178558522859","9.38296875339101","6.60084684041393","7.22666290910055","7.8985670517882","7.54909239311971","6.73387216198373","6.15684891122153","10.3538976268673","","","","",
"Afghanistan","AFG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0.87755385017819","1.03558414364505","1.19519644814167","1.67416815724967","2.12531920804593","2.66673063889727","2.82487629325903","2.68324458039298","2.24487152496304","2.44138287465658","2.56041191798785","1.99698226813113","","","","","","","","","","","","","","","","","","","","","1.27614880703829","0.731312589343673","0.458919792113206","0.393192771402782","0.504174403493816","0.449500569922326","0.601665824760427","0.424658195958387","0.62533261319642","0.836389660299977","0.684675468598181","0.603571665401867","0.542756499666634","0.469916949251438","0.617409905168126","0.702981728943138","0.855264249305936","0.682287828246046","0.305978171646739","0.428525449642917","","","","",
"Africa Western and Central","AFW","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","3.0298531638716","3.46392431213145","4.20523480415027","5.75539388407552","22.556449727794","16.4851875239087","14.8955348444719","18.5880685245295","14.9159711651289","30.9825313266318","20.0294587175796","5.47167107815244","3.84130126381732","6.69871062477284","9.48766987982081","10.1284759552511","6.57060475440698","9.21436478523841","8.61374438775637","15.5140284103197","17.5004306562294","12.846663702819","13.931056106508","19.6818228086507","18.8346330858601","18.6295049698347","18.4176283862275","16.6556721263762","10.6164282451409","10.1303822345588","19.1097411892173","13.8191029852262","11.7815428511944","12.6472066993838","13.4477095695287","17.7741124988791","16.5455783445603","16.0585289289267","17.8256688816695","11.3525022294865","14.2289387822417","17.8007612366635","16.1216507786234","12.4255645840542","9.92710636965711","6.13557528473642","6.36027952574379","8.87794485151043","10.0023935267185","8.62552056707509","5.91722849001492","9.73445183446119","","","","",
"Angola","AGO","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","21.0908278102494","11.7336878181279","5.52402429250969","12.2936725166119","15.0651246347286","14.8659504369977","7.38301090941038","16.1065503102677","15.3009421574308","22.7167782868397","29.1038270597221","17.9679803050029","28.4793982385248","36.6624684792486","43.6365130125438","44.2109966299264","41.3617166839795","39.4514891636558","24.2693807744448","40.8033543240701","59.1425103628059","44.219476594374","32.8837159773494","28.4066969543848","33.7707170143085","42.7600742732017","40.7534428993222","45.881176080136","52.5607729557913","30.3114661376593","38.1623101146694","39.0226784952754","34.7310076331615","29.4000452272015","22.124247625088","13.3056748880613","20.8851202682195","25.9503299089307","32.045405604301","28.8978590593907","20.2476653863539","29.9674348417559","","","","",
"Albania","ALB","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","8.86272773832624","8.7128140684248","4.69709681587599","5.69948776027969","8.22312257740939","8.84748768108249","8.22402989872863","9.88575364344613","11.7288387701529","3.37850179678418","1.83861310975966","1.41199451722271","1.36152948949073","1.31616086038518","0.373020813844308","0.582819936494746","1.20580664142954","0.774294478401242","0.765808881841202","0.765831615007164","0.868821575977377","1.10115055658531","1.37890239530199","2.17405008124285","1.77540436427071","1.04750341619612","1.52816814295294","2.89849835443056","3.23145242472225","3.32799084447126","3.41690043441322","1.73486186826951","1.05848104238626","1.34604237945034","1.71111628143642","1.63497378546365","0.775369617467959","1.44260146706838","","","","",
"Andorra","AND","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Arab World","ARB","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","13.0944328400447","13.2117727147657","15.8577711924319","20.750155480606","47.7387261043701","38.7301344099074","38.7040980572663","37.0611580675244","33.4219814262471","58.3023810459168","50.9844857754512","39.1545808423945","26.0209873262521","25.4103741765738","25.0949613394646","22.0950426538189","14.442015460597","17.7937792073515","17.2236858848258","23.2407337164374","23.2728072935481","18.7999915033074","20.7016895296414","20.3394753158068","19.6658610016813","19.4514356779457","22.5403146052347","20.0229105539245","14.1140971537488","18.0460879068367","27.7160148810547","22.9193126120246","22.0838435054735","24.5259535907581","29.0399592018759","34.7397170108959","35.3772791024228","32.9540433788554","37.0415442861232","24.4924460923132","27.7740520193242","34.8780127275844","34.4082052971307","31.771876026964","28.3987327270637","17.1240935333974","14.5188595135069","18.2725065180973","23.1576538692586","20.4443090027516","13.6262366894215","20.4004333046325","","","","",
"United Arab Emirates","ARE","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","37.5814955580997","37.0263443740258","31.1504618714453","31.950511608593","56.671735250579","42.3274106499484","33.4086698393858","23.0115404847624","24.2798442244752","26.4353697598988","24.6652930237137","18.3666363793088","24.3087258563614","21.754674597305","30.0841004001769","36.6027000714668","24.9355118597408","24.7594060168968","22.1505222562258","18.263480223591","17.8753368140734","20.7195621529487","18.6806267958819","12.5278825303178","14.8547635599251","22.3844177151254","17.5963966616315","16.2376283737788","19.2061128677808","22.2210170035245","25.3343747676468","27.2052072035567","24.9372063571947","27.7149122716078","19.713461721995","23.7768704858008","29.7789568323524","28.2144669709365","27.3813114030779","23.9739257701595","14.0468089597238","11.8055195768229","14.3278424370326","18.1866824883602","16.8958990035406","11.9722335248016","17.634095847399","","","","",
"Argentina","ARG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","0.301180697327039","0.43636922778285","0.502356036574644","0.576658816124267","1.8513473465424","2.41761839929652","2.67110832885348","2.15976492115428","2.41643044783543","5.42727046114618","6.3109329235752","5.15070531952354","2.91715510466177","3.27353016254466","4.11858427984105","3.36451641029919","1.24913613407026","1.8064671567475","1.48517881481193","3.54375457141287","2.54133379153863","1.11216953670952","1.09688763068098","1.09534038350252","1.03761625538356","1.29807343639538","1.59598410207505","1.42473252510187","0.821860211536179","1.4005641030747","2.36414526373118","1.91854085449722","5.63090239331634","4.54405237920157","4.29522015828479","5.18727382834912","5.77560944191323","4.83861569507875","4.94937994883837","3.09834695426024","3.25709519384359","3.88650404225898","3.62564790864033","3.15558730477948","2.96561619466374","1.11677493458146","0.929681521135013","1.02056616793198","2.0371251352841","2.16668838721926","1.42962432529499","2.65308888983975","","","","",
